Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2022-23,359764,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,7616,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,4045355,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Salaries and wages,No Value
2022-23,499968,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Employee benefits,No Value
2022-23,59432,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Transportation and communication,No Value
2022-23,922681,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Services,No Value
2022-23,155379,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Planning and Finance,Supplies and equipment,No Value
2022-23,1443277,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2022-23,208793,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2022-23,8766,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2022-23,107203,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2022-23,4917,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2022-23,3265916,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,450324,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,26934,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,494499,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,26211,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,16285,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,2604136,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,24543,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,5159,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister without Portfolio’s Salary, the Executive Council Act"
2022-23,87235,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,41854,"Economic Development, Job Creation and Trade",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistants' Salaries, the Executive Council Act"
2022-23,19292377,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Salaries and wages,No Value
2022-23,2623912,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Employee benefits,No Value
2022-23,163326,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transportation and communication,No Value
2022-23,4949034,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Services,No Value
2022-23,18751,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Supplies and equipment,No Value
2022-23,927913,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Made Program
2022-23,1300000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Auto Assemblers Investments
2022-23,6171531,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Automotive Plan
2022-23,20205322,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Enhanced Digital Mainstreet
2022-23,6149907,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Invest Ontario Fund - Operating
2022-23,171537940,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Investment Ready: Certified Site
2022-23,129502740,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Jobs and Prosperity Fund
2022-23,890000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Small Business Relief Program
2022-23,20999715,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Together Fund
2022-23,18820000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Ontario Vehicle Innovation Network
2022-23,92846458,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Regional Opportunities Investment Tax Credit
2022-23,10104643,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Sector Support Grants
2022-23,2000000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Toronto Global
2022-23,499225,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Trillium Network for Advanced Manufacturing
2022-23,198400000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Strategic Investments
2022-23,10129351,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Salaries and wages,No Value
2022-23,1618730,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Employee benefits,No Value
2022-23,36364,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Transportation and communication,No Value
2022-23,2196679,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Services,No Value
2022-23,23072,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Strategy and Policy,Supplies and equipment,No Value
2022-23,7867540,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Salaries and wages,No Value
2022-23,988963,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Employee benefits,No Value
2022-23,35545,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transportation and communication,No Value
2022-23,238041,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Services,No Value
2022-23,14157,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Supplies and equipment,No Value
2022-23,13521860,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Small Business Enterprise Centres Entrepreneurship Programs
2022-23,2000000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Futurpreneur
2022-23,46376,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Start-ups and Scale-ups,Transfer payments,Sector Support Grants
2022-23,9163218,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Salaries and wages,No Value
2022-23,1333187,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Employee benefits,No Value
2022-23,699328,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Transportation and communication,No Value
2022-23,17779791,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Services,No Value
2022-23,57060,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Supplies and equipment,No Value
2022-23,51333,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",International Trade,Transfer payments,Sector Support Grants
2022-23,27827551,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Business Research Institution Tax Credit
2022-23,24203087,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Commercialization and Innovation Network Support
2022-23,3900000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Communitech Hub
2022-23,16500000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Centre of Innovation
2022-23,200299370,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Ontario Innovation Tax Credit
2022-23,2038436,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program",Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,2584000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,5G Wireless and Next Generation Networks
2022-23,1416729,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Small Business Digitization Competency Centre
2022-23,2500000,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Economic Development and Investment,Transfer payments,Life Sciences Strategy
2022-23,2231300,"Economic Development, Job Creation and Trade",Operating Expense,"Economic Development, Job Creation and Trade Program","Economic Development, Job Creation and Trade",Innovation,Transfer payments,Intellectual Property Ontario
2022-23,"3,540,722",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,"420,959",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,"77,902",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,"150,620",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,"9,967",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,"6,717,436",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2022-23,"1,304,271",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2022-23,"66,257",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2022-23,"2,738,749",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2022-23,"30,337",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2022-23,"-1,173,800",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,No Value
2022-23,"2,008,048",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2022-23,"257,902",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2022-23,"6,903",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2022-23,"179,670",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2022-23,"1,340",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2022-23,"-1,290,700",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Recoveries,No Value
2022-23,"3,064,978",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,"417,118",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,"50,814",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,"5,128,002",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,"15,742",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,"16,350",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,"4,666,759",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,"20,640",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,"-1,216,600",Education,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Recoveries,No Value
2022-23,"49,301",Education,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,"28,274",Education,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2022-23,"63,631,458",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Salaries and wages,No Value
2022-23,"8,816,590",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Employee benefits,No Value
2022-23,"486,748",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transportation and communication,No Value
2022-23,"35,718,101",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Services,No Value
2022-23,"259,551",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Supplies and equipment,No Value
2022-23,"372,631,314",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Priorities and Partnerships Funding - School Boards
2022-23,"516,850,260",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Priorities and Partnerships Funding - Third Parties
2022-23,"19,231,784,377",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,School Board Operating Grants
2022-23,"6,966,078,955",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Education Property Tax Non-Cash Expense
2022-23,"45,113,255",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Official Languages Projects
2022-23,"25,482,676",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Education Quality and Accountability Office
2022-23,"1,614,541",Education,Operating Expense,Elementary and Secondary Education Program,Policy and Program Delivery,No Value,Transfer payments,Partner Sustainability Grants
2022-23,"38,350,622",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Salaries and wages,No Value
2022-23,"6,442,461",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Employee benefits,No Value
2022-23,"636,343",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Transportation and communication,No Value
2022-23,"15,332,340",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Services,No Value
2022-23,"3,941,164",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Supplies and equipment,No Value
2022-23,"41,775",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Transfer payments,Payments in lieu of municipal taxation
2022-23,"60,922",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Transfer payments,Provincial Schools Student Enhancement Program
2022-23,"24,793,700",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Transfer payments,Office des télécommunications éducatives de langue française de l'Ontario
2022-23,"42,906,800",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Transfer payments,Ontario Educational Communications Authority
2022-23,"-175,955",Education,Operating Expense,Elementary and Secondary Education Program,Educational Operations,No Value,Recoveries,No Value
2022-23,"2,388,033",Education,Capital Expense,Elementary and Secondary Education Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2022-23,"29,476,175",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Salaries and wages,No Value
2022-23,"4,223,487",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Employee benefits,No Value
2022-23,"160,065",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Transportation and communication,No Value
2022-23,"39,684,166",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Services,No Value
2022-23,"58,648",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Supplies and equipment,No Value
2022-23,"-23,176,971",Education,Operating Expense,Community Services Information and Information Technology Cluster Program,Community Services Information and Information Technology Cluster,No Value,Recoveries,No Value
2022-23,"15,503,922",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Salaries and wages,No Value
2022-23,"2,687,173",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Employee benefits,No Value
2022-23,"374,042",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Transportation and communication,No Value
2022-23,"3,063,426",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Services,No Value
2022-23,"26,244",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Supplies and equipment,No Value
2022-23,"386,231,800",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Transfer payments,Childcare Access and Relief from Expenses Tax Credit
2022-23,"3,209,876,766",Education,Operating Expense,Child Care and Early Years Programs,Policy Development and Program Delivery,No Value,Transfer payments,Child Care and Early Years
2022-23,"129,462,911",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,Investing in Canada Infrastructure Program (ICIP)
2022-23,"1,551,916,499",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,School Board Capital Grants
2022-23,"19,967,429",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,Priorities and Partnerships Funding – School Boards
2022-23,"11,230,420",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,Early Learning Program
2022-23,"74,862,871",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,School Board – Capital funding for child care
2022-23,"1,000,000",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,Office des télécommunications éducatives de langue française de l'Ontario - Capital
2022-23,"1,536,000",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Transfer payments,Ontario Education Communications Authority - Capital
2022-23,"4,801,079",Education,Capital Expense,Elementary and Secondary Education Program,Support for Elementary and Secondary Education,No Value,Other transactions,Support for Elementary and Secondary Education
2022-23,"1,661,004,769",Education,Operating Expense,Elementary and Secondary Education Program,Statutory Appropriations,No Value,Transfer payments,"Government Costs, the Teachers' Pension Act"
2022-23,"1,975,567",Education,Capital Expense,Child Care and Early Years Programs,Child Care Capital,No Value,Transfer payments,Child Care and Early Years Capital
2022-23,"1,544,337",Education,Capital Expense,Child Care and Early Years Programs,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,2285314,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Salaries and wages,No Value
2022-23,331649,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Employee benefits,No Value
2022-23,51344,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transportation and communication,No Value
2022-23,2259629,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Services,No Value
2022-23,4628,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Supplies and equipment,No Value
2022-23,1998219,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Francophone Community Grants
2022-23,268286,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Ontario-Quebec Agreement
2022-23,500000,Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Support for Long-Term Francophone Economic Development
2022-23,33334,Francophone Affairs,Operating Expense,Francophone Affairs Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2022-23,4040989,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2022-23,560706,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2022-23,151277,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2022-23,221117,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2022-23,14421,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2022-23,2011906,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2022-23,356191,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2022-23,213842,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2022-23,590028,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2022-23,9773,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2022-23,2739011,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Salaries and wages,No Value
2022-23,391218,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Employee benefits,No Value
2022-23,12541,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Transportation and communication,No Value
2022-23,197333,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Services,No Value
2022-23,2476,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Strategic Human Resources,Supplies and equipment,No Value
2022-23,3368860,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2022-23,534040,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2022-23,35884,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2022-23,1000443,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2022-23,33550,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2022-23,47098,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2022-23,8494763,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2022-23,56104,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2022-23,181126,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2022-23,1898883,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Salaries and wages,No Value
2022-23,255978,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Employee benefits,No Value
2022-23,9561,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Transportation and communication,No Value
2022-23,536416,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Ministry Administration,Corporate Services,Services,No Value
2022-23,49301,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister's Salary, the Executive Council Act"
2022-23,29260,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant's Salary, the Executive Council Act"
2022-23,987,"Labour, Training and Skills Development",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2022-23,2012203,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Salaries and wages,No Value
2022-23,280575,"Labour, Training and Skills Development",Operating Expense,Pay Equity Commission Program,Pay Equity Office,No Value,Employee benefits,No Value
