Year,Amount $,Ministry Name,Expenditure Category (Operating / Capital),Program Name,Activity / Item,Sub Item,Standard Account (Expense/Asset Name),Account Details (Expense/Asset Details)
2019-20,"35,386","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Human Resources,Employee benefits,No Value
2019-20,"-50,457","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
2019-20,"151,860","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2019-20,"9,650","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2019-20,"6,033","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2019-20,"19,267","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2019-20,"18,470","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Communications Services,Supplies and equipment,No Value
2019-20,"17,506","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2019-20,"9,121","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Transportation and communication,No Value
2019-20,"27,891","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Communications Services,Transportation and communication,No Value
2019-20,"1,080","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Supplies and equipment,No Value
2019-20,"93,914","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2019-20,"118,427","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2019-20,"259,812","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Human Resources,Salaries and wages,No Value
2019-20,"2,296","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Human Resources,Transportation and communication,No Value
2019-20,355,"Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Human Resources,Supplies and equipment,No Value
2019-20,"16,302","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Human Resources,Services,No Value
2019-20,"10,113","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Services,No Value
2019-20,"183,597","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Employee benefits,No Value
2019-20,"174,214","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2019-20,"407,383","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Communications Services,Services,No Value
2019-20,"324,805","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Communications Services,Employee benefits,No Value
2019-20,"1,065,899","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2019-20,"919,414","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Analysis and Planning,Salaries and wages,No Value
2019-20,"6,193,894","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2019-20,"2,591,345","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Energy Ministry Administration Program,Communications Services,Salaries and wages,No Value
2019-20,"1,639,368","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2019-20,"2,319,456","Energy, Northern Development and Mines",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2019-20,"4,836",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Supplies and equipment,No Value
2019-20,"16,667",Francophone Affairs,Operating Expense,Francophone Affairs Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2019-20,"55,560",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transportation and communication,No Value
2019-20,"225,564",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Employee benefits,No Value
2019-20,"983,516",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Transfer payments,Francophone Community Grants
2019-20,"1,736,269",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Services,No Value
2019-20,"2,003,531",Francophone Affairs,Operating Expense,Francophone Affairs Program,Francophone Affairs Co-ordination,No Value,Salaries and wages,No Value
2019-20,"-167,685",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Recoveries,No Value
2019-20,"1,918,314",Government and Consumer Services,Capital Expense,Government Services Integration Cluster,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"3,245,613",Government and Consumer Services,Capital Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Services,No Value
2019-20,"-487,188",Government and Consumer Services,Capital Expense,Ontario Shared Services Program,Statutory Appropriations,No Value,Recoveries,No Value
2019-20,"6,679,866",Government and Consumer Services,Capital Expense,Ontario Shared Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, Ontario Shared Services - the Financial Administration Act"
2019-20,"583,598",Government and Consumer Services,Capital Expense,ServiceOntario Program,ServiceOntario,No Value,Services,No Value
2019-20,"6,844,080",Government and Consumer Services,Capital Expense,ServiceOntario Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"10,014,823",Government and Consumer Services,Capital Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Services,No Value
2019-20,"42,897,233",Government and Consumer Services,Capital Expense,Enterprise Information and Information Technology Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"-42,896,233",Government and Consumer Services,Capital Expense,Enterprise Information and Information Technology Services Program,Statutory Appropriations,No Value,Recoveries,No Value
2019-20,"108,332,541",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Salaries and wages,No Value
2019-20,"14,588,402",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Employee benefits,No Value
2019-20,"28,755,861",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Transportation and communication,No Value
2019-20,"222,620,995",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Services,No Value
2019-20,"8,846,312",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Supplies and equipment,No Value
2019-20,"-370,782,948",Government and Consumer Services,Operating Expense,Enterprise Information and Information Technology Services Program,Enterprise Information and Information Technology Services,No Value,Recoveries,No Value
2019-20,"7,357",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Transportation and communication,No Value
2019-20,"164,416",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Transfer payments,Realty Transactions
2019-20,"87,580,324",Government and Consumer Services,Capital Expense,Government Infrastructure Projects,Realty,No Value,Services,No Value
2019-20,"4,736,704",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Salaries and wages,No Value
2019-20,"571,803",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Employee benefits,No Value
2019-20,"38,335",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Transportation and communication,No Value
2019-20,"92,330,913",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Services,No Value
2019-20,"3,422",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Supplies and equipment,No Value
2019-20,"4,969,561",Government and Consumer Services,Operating Expense,Government Infrastructure Projects,Realty,No Value,Other transactions,No Value
2019-20,"4,860",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Supplies and equipment,No Value
2019-20,"5,344",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Transportation and communication,No Value
2019-20,"54,218",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Employee benefits,No Value
2019-20,"498,741",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Services,No Value
2019-20,"415,228",Government and Consumer Services,Operating Expense,Advertising Review Board,Advertising Review Board,No Value,Salaries and wages,No Value
2019-20,"437,000",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transfer payments,Grants in Support of Consumer Services
2019-20,"295,987",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Supplies and equipment,No Value
2019-20,"349,128",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Transportation and communication,No Value
2019-20,"3,002,903",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Employee benefits,No Value
2019-20,"3,049,568",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Services,No Value
2019-20,"22,027,016",Government and Consumer Services,Operating Expense,Consumer Services,Consumer Services,No Value,Salaries and wages,No Value
2019-20,"-51,837,973",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Recoveries,No Value
2019-20,"84,234",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Supplies and equipment,No Value
2019-20,"1,121,521",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Transportation and communication,No Value
2019-20,"3,890,672",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Employee benefits,No Value
2019-20,"30,725,180",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Salaries and wages,No Value
2019-20,"83,619,802",Government and Consumer Services,Operating Expense,Government Services Integration Cluster,Government Services Integration Cluster,No Value,Services,No Value
2019-20,"-8,911,532",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Recoveries,No Value
2019-20,"20,000",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Transfer payments,Archives Support Grants
2019-20,"89,997",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Supplies and equipment,No Value
2019-20,"511,857",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Transportation and communication,No Value
2019-20,"1,317,138",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Employee benefits,No Value
2019-20,"8,318,876",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Salaries and wages,No Value
2019-20,"14,387,327",Government and Consumer Services,Operating Expense,"Information, Privacy and Archives Program","Information, Privacy and Archives",No Value,Services,No Value
2019-20,"-48,586,487",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Recoveries,No Value
2019-20,"2,803",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2019-20,"8,739",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2019-20,"11,941",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2019-20,"33,702",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2019-20,"15,903",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2019-20,"36,455",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2019-20,"44,485",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2019-20,"58,739",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2019-20,"28,853",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2019-20,"189,748",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2019-20,"72,266",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2019-20,"263,368",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2019-20,"332,479",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2019-20,"437,518",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2019-20,"546,732",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2019-20,"419,897",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2019-20,"1,247,560",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2019-20,"2,672,207",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2019-20,"3,859,354",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2019-20,"3,455,257",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2019-20,"7,742,997",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2019-20,"10,101,840",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2019-20,"49,820,055",Government and Consumer Services,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2019-20,"16,667",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2019-20,"49,301",Government and Consumer Services,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2019-20,"2,379,388",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Salaries and wages,No Value
2019-20,"350,030",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Employee benefits,No Value
2019-20,"15,896",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Transportation and communication,No Value
2019-20,"7,128,679",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Services,No Value
2019-20,"13,660",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Supplies and equipment,No Value
2019-20,"-9,887,653",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Motor Vehicle Accident Claims Fund,No Value,Recoveries,No Value
2019-20,"-37,734,143",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Recoveries,No Value
2019-20,"300,529",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Other transactions,Other Transactions
2019-20,"1,159,155",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Supplies and equipment,No Value
2019-20,"7,708,377",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Transportation and communication,No Value
2019-20,"2,611,437",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Transfer payments,Supply Chain Management and Innovation Projects in the Broader Public Sector
2019-20,"9,426,801",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Other transactions,Other Summer Employment
2019-20,"18,722,480",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Employee benefits,No Value
2019-20,"52,103,009",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Services,No Value
2019-20,"120,747,979",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Ontario Shared Services,No Value,Salaries and wages,No Value
2019-20,"-53,852,806",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,OPS Workplace Safety and Insurance Board Centralized Services,No Value,Recoveries,No Value
2019-20,"53,852,806",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,OPS Workplace Safety and Insurance Board Centralized Services,No Value,Services,No Value
2019-20,"7,266,561",Government and Consumer Services,Operating Expense,Ontario Shared Services Program,Statutory Appropriations,No Value,Other transactions,Proceedings Against the Crown Act
2019-20,"-11,387,259",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Recoveries,No Value
2019-20,"11,396,215",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Supplies and equipment,No Value
2019-20,"17,538,571",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Transportation and communication,No Value
2019-20,"19,457,832",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Employee benefits,No Value
2019-20,"110,215,831",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Services,No Value
2019-20,"110,274,641",Government and Consumer Services,Operating Expense,ServiceOntario Program,ServiceOntario,No Value,Salaries and wages,No Value
2019-20,"166,913",Government and Consumer Services,Operating Expense,ServiceOntario Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"15,934,600",Health and Long-Term Care,Capital Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Transfer payments,eHealth Ontario Capital
2019-20,"358,315",Health and Long-Term Care,Capital Expense,eHealth and Information Management Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"1,167,200",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Long-Term Care Programs
2019-20,"4,072,671",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Integrated Health Facilities Program
2019-20,"1,776,004",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Other transactions,Health Infrastructure Information Systems
2019-20,"11,930,000",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Public Health Laboratories
2019-20,"1,602,291",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Other transactions,Provincial Psychiatric Hospitals Divestment
2019-20,"34,500,000",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Medical and Diagnostic Equipment Fund
2019-20,"55,995,839",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Small Hospital Projects
2019-20,"31,645,525",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Community Health Programs
2019-20,"175,000,000",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Health Infrastructure Renewal Fund
2019-20,"1,173,162,871",Health and Long-Term Care,Capital Expense,Health Capital Program,Health Capital,No Value,Transfer payments,Major Hospital Projects
2019-20,"14,687,861",Health and Long-Term Care,Capital Expense,Information Systems,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2019-20,"26,045",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Supplies and equipment,No Value
2019-20,"172,411",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Transportation and communication,No Value
2019-20,"2,232,999",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Employee benefits,No Value
2019-20,"13,690,181",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Transfer payments,Health System Information Management
2019-20,"15,500,940",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Services,No Value
2019-20,"16,931,820",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Salaries and wages,No Value
2019-20,"156,313,582",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Transfer payments,Information Technology Programs
2019-20,"206,950,900",Health and Long-Term Care,Operating Expense,eHealth and Information Management Program,eHealth and Information Management,No Value,Transfer payments,eHealth Ontario
2019-20,"23,902",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Supplies and equipment,No Value
2019-20,"162,480",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Transportation and communication,No Value
2019-20,"1,971,624",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Employee benefits,No Value
2019-20,"2,848,928",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Services,No Value
2019-20,"15,294,970",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Salaries and wages,No Value
2019-20,"131,500",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2019-20,"26,148,739",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Transfer payments,Health System Research Fund
2019-20,"707,759,375",Health and Long-Term Care,Operating Expense,Health Policy and Research Program,Health Policy and Research,No Value,Transfer payments,Clinical Education
2019-20,"946,723",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Transportation and communication,No Value
2019-20,"1,768,383",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Supplies and equipment,No Value
2019-20,"6,406,142",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Employee benefits,No Value
2019-20,"46,505,217",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Salaries and wages,No Value
2019-20,"74,363,639",Health and Long-Term Care,Operating Expense,Information Systems,Information Technology Services – Health Cluster,No Value,Services,No Value
2019-20,"23,400",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North Simcoe Muskoka,Transfer payments,Grants to Compensate Municipal Taxation - Psychiatric Hospitals
2019-20,"26,325",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Central East,Transfer payments,Grants to Compensate Municipal Taxation - Psychiatric Hospitals
2019-20,"27,975",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Champlain,Transfer payments,Grants to Compensate Municipal Taxation - Psychiatric Hospitals
2019-20,"49,050",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Toronto Central,Transfer payments,Grants to Compensate Municipal Taxation - Psychiatric Hospitals
2019-20,"79,500",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North Simcoe Muskoka,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"96,975",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Central West,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"99,600",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"9,552,200",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Toronto Central,Transfer payments,Efficiency and Effectiveness Review
2019-20,"156,975",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Erie St. Claire,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"159,225",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Waterloo Wellington,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"168,675",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Mississauga Halton,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"177,375",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,South East,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"211,500",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North East,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"275,250",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Central,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"280,350",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Central East,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"355,650",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Champlain,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"381,225",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,South West,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"459,750",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Hamilton Niagara Haldimand Brant,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"715,275",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Toronto Central,Transfer payments,Grants to Compensate Municipal Taxation - Public Hospitals
2019-20,"1,038,082",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North West,Transfer payments,Acquired Brain Injury
2019-20,"1,209,812",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,North Simcoe Muskoka,Transfer payments,Acquired Brain Injury
2019-20,"755,000",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Toronto Central,Transfer payments,Digital Health
2019-20,"1,519,837",Health and Long-Term Care,Operating Expense,Local Health Integration Networks and Related Health Service Providers,Local Health Integration Networks and Related Health Service Providers,Erie St. Claire,Transfer payments,Acquired Brain Injury
