Year,Amount $,Ministry name,Expenditure category (Operating / Capital),Program name,Activity / Item,Sub item,Standard account (Expense/Asset name),Account details (Expense/Asset details)
2020-21,"383,225","Auditor General, Office of the",Operating Expense,Office of the Auditor General Program,The Auditor General Act,No Value,Salaries and wages,No Value
2020-21,"177,355","Auditor General, Office of the",Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Transportation and communication,No Value
2020-21,"23,463","Auditor General, Office of the",Operating Expense,Office of the Auditor General Program,The Auditor General Act,No Value,Services,No Value
2020-21,"13,500","Auditor General, Office of the",Operating Expense,Office of the Auditor General Program,Office of the Auditor General,No Value,Transfer payments,CCAF-FCVI Inc
2020-21,"21,782,006",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Cabinet Office,Salaries and wages,No Value
2020-21,"5,458,780",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Salaries and wages,No Value
2020-21,"2,713,205",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Cabinet Office,Employee benefits,No Value
2020-21,"2,000,000",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Transfer payments,International Disaster Relief
2020-21,"1,793,461",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Cabinet Office,Services,No Value
2020-21,"802,851",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Services,No Value
2020-21,"683,052",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Employee benefits,No Value
2020-21,"343,213",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Cabinet Office,Transportation and communication,No Value
2020-21,"294,465",Cabinet Office,Operating Expense,Cabinet Office Program,Government House Leader,No Value,Salaries and wages,No Value
2020-21,"188,831",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Cabinet Office,Supplies and equipment,No Value
2020-21,"41,741",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Transportation and communication,No Value
2020-21,"30,380",Cabinet Office,Operating Expense,Cabinet Office Program,Government House Leader,No Value,Employee benefits,No Value
2020-21,"22,378",Cabinet Office,Operating Expense,Cabinet Office Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"16,667",Cabinet Office,Operating Expense,Cabinet Office Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"15,488",Cabinet Office,Operating Expense,Cabinet Office Program,Main Office,Intergovernmental Affairs,Supplies and equipment,No Value
2020-21,"2,883",Cabinet Office,Operating Expense,Cabinet Office Program,Government House Leader,No Value,Services,No Value
2020-21,1,Cabinet Office,Operating Expense,Cabinet Office Program,Government House Leader,No Value,Transportation and communication,No Value
2020-21,"20,592,211","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Statutory Appropriations,No Value,Other transactions,The Election Act
2020-21,"15,502,365","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Other transactions,Election Expense Subsidies under the Election Finances Act
2020-21,"9,368,645","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Administration,No Value,Salaries and wages,No Value
2020-21,"2,195,038","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Administration,No Value,Employee benefits,No Value
2020-21,"1,320,692","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Salaries and wages,No Value
2020-21,"566,121","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Services,No Value
2020-21,"312,793","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Employee benefits,No Value
2020-21,"9,570","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Transportation and communication,No Value
2020-21,577,"Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Supplies and equipment,No Value
2020-21,"-20,076","Chief Electoral Officer, Office of the",Operating Expense,Office of the Chief Electoral Officer Program,Election Finances Administration,No Value,Recoveries,No Value
2020-21,"40,295,989","Children, Community and Social Services",Capital Expense,Adults’ Services Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2020-21,"11,202,024","Children, Community and Social Services",Capital Expense,Adults’ Services Program,"Children, Community and Social Services Infrastructure",No Value,Transfer payments,Capital Grants
2020-21,"8,741,791","Children, Community and Social Services",Capital Expense,Adults’ Services Program,"Children, Community and Social Services Infrastructure",No Value,Transfer payments,Partner Facility Renewal
2020-21,"3,311,107","Children, Community and Social Services",Capital Expense,Adults’ Services Program,"Children, Community and Social Services Infrastructure",No Value,Other transactions,Capital Investment
2020-21,"5,429,747,293","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Disability Support Program - Financial Assistance
2020-21,"2,639,850,736","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Works - Financial Assistance
2020-21,"1,933,492,199","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Transfer payments,Residential Services
2020-21,"1,648,790,009","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Protection Services
2020-21,"1,147,969,193","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Ontario Child Benefit,No Value,Transfer payments,Ontario Child Benefit
2020-21,"867,562,090","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Drug Benefit Plan
2020-21,"862,254,125","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Transfer payments,Supportive Services
2020-21,"580,078,756","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Autism
2020-21,"228,660,302","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expense, the Financial Administration Act"
2020-21,"210,088,160","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Children’s Treatment and Rehabilitation Services
2020-21,"200,786,741","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Works - Employment Assistance
2020-21,"190,016,723","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Transfer payments,Supports to Victims of Violence
2020-21,"180,331,730","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Child and Youth Community Supports
2020-21,"151,007,443","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Salaries and wages,No Value
2020-21,"150,275,254","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Transfer payments,Youth Justice Services
2020-21,"118,970,399","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Complex Special Needs
2020-21,"103,956,014","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Welfare - Indigenous Community and Prevention 
2020-21,"102,521,490","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Salaries and wages,No Value
2020-21,"83,546,922","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Services,No Value
2020-21,"82,671,136","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Healthy Babies Healthy Children
2020-21,"75,400,055","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Transfer payments,Citizenship and Immigration Initiatives
2020-21,"59,069,121","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transfer payments,Child Welfare - Community and Prevention Supports
2020-21,"54,134,099","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Transfer payments,Supports to Community Living
2020-21,"40,268,541","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Regional Delivery,Salaries and wages,No Value
2020-21,"39,644,943","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transfer payments,Ontario Disability Support Program - Employment Assistance
2020-21,"38,882,425","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Transfer payments,Indigenous Healing and Wellness Strategy
2020-21,"37,004,386","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Transfer payments,Youth Initiatives
2020-21,"36,915,366","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Salaries and wages,No Value
2020-21,"32,742,068","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Salaries and wages,No Value
2020-21,"28,566,503","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Services,No Value
2020-21,"27,931,953","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Employee benefits,No Value
2020-21,"26,297,705","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Salaries and wages,No Value
2020-21,"21,079,479","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Employee benefits,No Value
2020-21,"16,526,556","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Services,No Value
2020-21,"12,064,962","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Salaries and wages,No Value
2020-21,"11,042,011","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Ontario Child Benefit,No Value,Transfer payments,Ontario Child Benefit Equivalent
2020-21,"10,118,242","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Transfer payments,Violence Prevention Initiatives
2020-21,"9,388,190","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Services,No Value
2020-21,"8,931,195","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Salaries and wages,No Value
2020-21,"8,873,440","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Regional Delivery,Employee benefits,No Value
2020-21,"8,829,506","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Transportation and communication,No Value
2020-21,"8,330,976","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Transfer payments,Economic Empowerment Initiatives
2020-21,"6,467,165","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Services,No Value
2020-21,"5,930,515","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Employee benefits,No Value
2020-21,"5,561,893","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Services,No Value
2020-21,"5,143,662","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Employee benefits,No Value
2020-21,"4,741,046","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Employee benefits,No Value
2020-21,"4,189,641","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Salaries and wages,No Value
2020-21,"3,151,546","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Supplies and equipment,No Value
2020-21,"2,884,037","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Regional Delivery,Services,No Value
2020-21,"2,848,600","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Salaries and wages,No Value
2020-21,"2,034,879","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Salaries and wages,No Value
2020-21,"1,900,825","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Employee benefits,No Value
2020-21,"1,712,179","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Services,No Value
2020-21,"1,233,533","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Transportation and communication,No Value
2020-21,"1,230,246","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Employee benefits,No Value
2020-21,"1,229,997","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Supplies and equipment,No Value
2020-21,"893,939","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Transportation and communication,No Value
2020-21,"774,401","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Services,No Value
2020-21,"739,688","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Financial and Employment Supports,No Value,Supplies and equipment,No Value
2020-21,"661,866","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Employee benefits,No Value
2020-21,"601,403","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Regional Delivery,Transportation and communication,No Value
2020-21,"481,138","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Employee benefits,No Value
2020-21,"462,215","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Transportation and communication,No Value
2020-21,"394,008","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Employee benefits,No Value
2020-21,"317,035","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transportation and communication,No Value
2020-21,"261,335","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Services,No Value
2020-21,"260,553","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Services,No Value
2020-21,"225,069","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Children and Youth Services,Transfer payments,Children’s Activity Tax Credit
2020-21,"215,172","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Transportation and communication,No Value
2020-21,"149,280","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Family Responsibility Office,No Value,Supplies and equipment,No Value
2020-21,"119,677","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Transportation and communication,No Value
2020-21,"65,714","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Regional Delivery,Supplies and equipment,No Value
2020-21,"65,316","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Supplies and equipment,No Value
2020-21,"25,971","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Transportation and communication,No Value
2020-21,"22,382","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Transportation and communication,No Value
2020-21,"16,077","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Transportation and communication,No Value
2020-21,"13,559","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Supplies and equipment,No Value
2020-21,"10,074","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Child Protection Services,Supplies and equipment,No Value
2020-21,"2,470","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Vulnerable Populations,Supplies and equipment,No Value
2020-21,"1,819","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Women’s Issues,No Value,Supplies and equipment,No Value
2020-21,"1,617","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Language Training and Settlement Supports,No Value,Supplies and equipment,No Value
2020-21,39,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Children and Youth at Risk,Youth Justice Services,Other transactions,No Value
2020-21,5,"Children, Community and Social Services",Operating Expense,Children and Adult Services Program,Supports to Individuals and Families,Developmental Services,Other transactions,No Value
2020-21,"-21,638,987","Children, Community and Social Services",Operating Expense,Children and Adult Services Program,"Children, Youth and Social Services Information and Technology Cluster",No Value,Recoveries,No Value
2020-21,"35,649,277","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Services,No Value
2020-21,"17,638,735","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Salaries and wages,No Value
2020-21,"13,093,273","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Business Services,Salaries and wages,No Value
2020-21,"8,593,365","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2020-21,"5,610,548","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2020-21,"4,319,939","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Business Services,Services,No Value
2020-21,"4,312,263","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Executive Offices,Salaries and wages,No Value
2020-21,"2,554,573","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Services,No Value
2020-21,"2,446,514","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Employee benefits,No Value
2020-21,"2,326,893","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Business Services,Employee benefits,No Value
2020-21,"2,267,528","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Salaries and wages,No Value
2020-21,"1,269,436","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2020-21,"900,803","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Salaries and wages,No Value
2020-21,"795,312","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2020-21,"555,220","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Executive Offices,Employee benefits,No Value
2020-21,"500,671","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Services,No Value
2020-21,"477,639","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Employee benefits,No Value
2020-21,"234,020","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Executive Offices,Services,No Value
2020-21,"174,246","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Business Services,Transportation and communication,No Value
2020-21,"168,421","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Supplies and equipment,No Value
2020-21,"130,984","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Employee benefits,No Value
2020-21,"107,492","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Transportation and communication,No Value
2020-21,"77,376","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Executive Offices,Transportation and communication,No Value
2020-21,"71,679","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"49,753","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Transportation and communication,No Value
2020-21,"33,334","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"33,090","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Accommodation Services,Transportation and communication,No Value
2020-21,"22,899","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Transportation and communication,No Value
2020-21,"21,668","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2020-21,"21,136","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Business Services,Supplies and equipment,No Value
2020-21,"13,281","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Supplies and equipment,No Value
2020-21,"12,687","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Strategic Policy,No Value,Supplies and equipment,No Value
2020-21,"6,256","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2020-21,"4,773","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Employee benefits,No Value
2020-21,"3,591","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Executive Offices,Supplies and equipment,No Value
2020-21,"1,008","Children, Community and Social Services",Operating Expense,Ministry Administration Program,Ministry Administration,Human Resources,Supplies and equipment,No Value
2020-21,"1,448,525","Children, Community and Social Services",Operating Expense,Poverty Reduction Strategy Program,Poverty Reduction Strategy Office,No Value,Transfer payments,Poverty Reduction Fund
2020-21,"5,375,105",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Services,No Value
2020-21,"2,467,536",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Salaries and wages,No Value
2020-21,"2,394,694",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Salaries and wages,No Value
2020-21,"1,290,700",Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,Human Resources,Services,No Value
2020-21,"1,216,600",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Legal Services,Services,No Value
2020-21,"1,097,358",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Services,No Value
2020-21,"696,560",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Salaries and wages,No Value
2020-21,"366,398",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Services,No Value
2020-21,"303,716",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Employee benefits,No Value
2020-21,"265,004",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Employee benefits,No Value
2020-21,"249,918",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Employee benefits,No Value
2020-21,"113,871",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Services,No Value
2020-21,"49,301",Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Minister’s Salary, the Executive Council Act"
2020-21,"45,736",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Transportation and communication,No Value
2020-21,"16,667",Colleges and Universities,Operating Expense,Ministry Administration Program,Statutory Appropriations,No Value,Salaries and wages,"Parliamentary Assistant’s Salary, the Executive Council Act"
2020-21,"16,128",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Transportation and communication,No Value
2020-21,"15,496",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Supplies and equipment,No Value
2020-21,"6,497",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Communications Services,Supplies and equipment,No Value
2020-21,"5,291",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Main Office,Supplies and equipment,No Value
2020-21,"4,839",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Information Systems,Transportation and communication,No Value
2020-21,"1,447",Colleges and Universities,Operating Expense,Ministry Administration Program,Ministry Administration,Financial and Administrative Services,Transportation and communication,No Value
2020-21,"89,990,114",Colleges and Universities,Capital Expense,Postsecondary Education Program,Support for Postsecondary Education,No Value,Transfer payments,Capital Grants - Universities
2020-21,"83,030,786",Colleges and Universities,Capital Expense,Postsecondary Education Program,Support for Postsecondary Education,No Value,Transfer payments,Capital Grants - Colleges
2020-21,"6,769,383",Colleges and Universities,Capital Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Amortization, the Financial Administration Act"
2020-21,"3,678,870,890",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for University Operating Costs
2020-21,"1,531,860,014",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for College Operating Costs
2020-21,"766,458,034",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Student Financial Assistance Programs
2020-21,"54,540,048",Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Bad Debt Expenses for Defaulted Student Loans, the Financial Administration Act"
2020-21,"36,261,443",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Grants for Indigenous Institute Operating Costs
2020-21,"22,433,206",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Salaries and wages,No Value
2020-21,"13,073,800",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,Postsecondary Transformation
2020-21,"13,051,785",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Services,No Value
2020-21,"3,404,559",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Employee benefits,No Value
2020-21,"2,255,986",Colleges and Universities,Operating Expense,Postsecondary Education Program,Statutory Appropriations,No Value,Other transactions,"Training Completion Assurance Fund, the Private Career Colleges Act"
2020-21,"758,217",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transfer payments,"Council of Ministers of Education, Canada"
2020-21,"517,031",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Transportation and communication,No Value
2020-21,"42,590",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Supplies and equipment,No Value
2020-21,"-2,557,093",Colleges and Universities,Operating Expense,Postsecondary Education Program,"Colleges, Universities and Student Support",No Value,Recoveries,No Value
2020-21,"61,238,555",Colleges and Universities,Capital Expense,Research Program,Research Support,No Value,Transfer payments,Ontario Research Fund - Research Infrastructure
2020-21,"178,400,904",Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Transfer payments,Grants for Research Operating Costs
2020-21,"4,131,659",Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Salaries and wages,No Value
2020-21,"2,254,668",Colleges and Universities,Operating Expense,Research Program,Research Support,No Value,Services,No Value
